IdTransaccion,Fecha,IdCategoria,IdProducto,Producto,Cantidad,PrecioUnitario,TotalVenta,IdLocal
76,2024-05-06,3,4,Refrigerador LG,1,1550.0,1550.0,3
77,2024-05-08,1,3,Lavadora,3,1550.0,4650.0,3
78,2024-05-05,2,2,Televisor 52,3,890.0,2670.0,3
79,2024-05-08,1,2,Televisor 52,3,950.0,2850.0,3
80,2024-05-05,2,4,Refrigerador LG,1,890.0,890.0,3
81,2024-05-08,2,1,Televisor 52,2,890.0,1780.0,3
82,2024-05-08,1,4,Televisor 52,1,2750.0,2750.0,3
83,2024-05-07,1,4,Televisor 40,1,1550.0,1550.0,3
84,2024-05-06,3,3,Televisor 52,1,2750.0,2750.0,3
85,2024-05-06,2,2,Lavadora,3,890.0,2670.0,3
86,2024-05-08,1,4,Televisor 52,1,2750.0,2750.0,3
87,2024-05-06,1,3,Televisor 52,1,890.0,890.0,3
88,2024-05-06,3,1,Refrigerador LG,1,1550.0,1550.0,3
89,2024-05-09,1,1,Refrigerador LG,3,2750.0,8250.0,3
90,2024-05-08,1,2,Televisor 52,3,950.0,2850.0,3
91,2024-05-09,1,1,Refrigerador LG,3,2750.0,8250.0,3
92,2024-05-07,2,2,Refrigerador LG,3,1550.0,4650.0,3
93,2024-05-05,1,1,Televisor 52,3,2750.0,8250.0,3
94,2024-05-07,3,3,Televisor 40,1,1550.0,1550.0,3
95,2024-05-09,3,2,Refrigerador LG,2,1550.0,3100.0,3
96,2024-05-05,1,1,Lavadora,1,890.0,890.0,3
97,2024-05-05,3,4,Refrigerador LG,2,1550.0,3100.0,3
98,2024-05-06,1,4,Televisor 52,3,890.0,2670.0,3
99,2024-05-08,1,2,Televisor 52,3,950.0,2850.0,3
100,2024-05-05,1,1,Televisor 40,3,890.0,2670.0,3
